student_id,age,gender,education_level,employment_status,course_id,course_category,course_duration_weeks,course_difficulty,enrollment_type,attendance_pct,live_session_attendance,forum_posts,forum_replies,group_activity_participation,avg_weekly_study_hours,learning_platform_logins,video_completion_pct,learning_streak_days,assignment_completion_pct,quiz_average_score,midterm_score,final_project_score,engagement_score,peer_interaction_score,mentor_interaction_count,support_tickets,feedback_score,course_satisfaction_score,course_fee,scholarship_amount,certificate_issued_flag,legacy_student_reference,learning_cluster_id,batch_reference,administrative_code,student_success_flag
110819,25,Female,High School,Self Employed,1959,Cloud,20,Beginner,Self-Paced,50.09599547302785,68,6,9,42,21.505223350247068,26,70.67311009968333,53,16.65703413262595,75.39553688281696,83.67550640784253,52.38024120868613,22.018479448326154,65.97999716907587,5.0,2,,4.187970333299117,107132.40723170132,22589.684813906362,1,939393,41,2818,584198,1
110820,48,Male,PhD,Job Seeker,2559,Programming,27,Intermediate,Instructor-Led,50.00089555736985,44,7,5,24,14.906839707835378,20,85.35876129714612,26,18.54808371222235,58.81823079430759,78.51729473487096,44.98355768456912,11.383901322700318,84.91472911264451,11.0,5,4.5893401413299255,4.312287163596373,111498.26901611981,37738.600663806326,0,119654,51,7021,629186,0
110821,29,Female,Bachelors,Student,1680,AI,16,Intermediate,Bootcamp,82.17485246996273,28,4,13,25,25.75443976370439,23,36.75146567155713,93,7.4515471816285705,94.10491887386101,48.284678297506424,3.4155927522446006,72.2853546207408,32.314005091738274,10.0,0,9.313815390822565,5.488807912145829,101636.0194014773,18964.15010181392,1,616115,96,9833,154920,1
110822,48,Female,PhD,Professional,4773,Data Science,45,Intermediate,Self-Paced,55.83628442160656,37,4,8,31,11.900065239023599,23,55.4801396031967,107,85.08193021056117,8.167503165279811,58.13377959719996,28.63246428358397,10.21973264751469,98.06126851574126,5.0,1,5.642724008568381,6.33164048144591,7314.665188621333,30941.478247931776,0,444122,48,3088,189637,0
110823,36,Female,Masters,Professional,5991,Business Analytics,24,Advanced,Bootcamp,49.68878294322983,10,1,8,10,28.89499019197638,31,54.24587372568368,70,1.909379213716611,31.581152448322847,62.14760325134271,57.92133547161152,39.546421795644996,85.18429984944821,,2,1.8267876430374757,6.503864924032075,28090.040838476405,18264.809502407865,0,110077,81,3265,557726,0
110824,27,Female,Bachelors,Job Seeker,2950,Programming,28,Beginner,Self-Paced,41.21943869128715,90,7,7,41,10.726251473080673,20,58.41055641395986,107,1.4033912635828427,49.02653850998681,51.579367410327606,3.9449827367259216,47.391440118233795,70.35603681017606,6.0,0,,3.8700214057922206,132495.1371526228,35683.49498490243,0,547747,60,1765,605253,0
110825,56,Male,High School,Professional,5694,Cybersecurity,22,Intermediate,Instructor-Led,62.156521748998976,60,5,9,8,8.765209612477868,21,41.015441438388535,99,75.18586179230925,57.906345937447924,56.798527018380305,92.18660133124986,61.17062584754584,80.70842319401535,10.0,1,,2.1577735616502176,129911.0694867567,38238.652701810264,0,598677,79,6142,100789,0
110826,29,Male,PhD,Student,8057,Data Science,51,Beginner,Bootcamp,29.14524836089719,35,8,10,15,22.272863212990696,19,71.97415796256553,14,31.0120664108429,0.25840262114705803,86.87257414482808,44.95217615883942,60.325505833055026,11.235917993722843,6.0,3,4.486256457980783,1.4469280772535553,130877.2706090866,36113.31449740828,0,770477,45,8267,167241,0
110827,37,Male,PhD,Student,5762,Programming,6,Beginner,Self-Paced,69.37011006351923,75,5,11,39,11.661774505124413,20,65.8497046645141,61,64.29654748735122,74.41161265789472,19.11964794237605,68.26841831466656,43.46662575077814,41.74161462862489,14.0,0,4.9503617942659375,8.635498914454296,106838.20462970303,5738.646721189411,1,375170,62,4019,634055,1
110828,54,Male,PhD,Student,3067,Cloud,49,Beginner,Instructor-Led,85.86302991349962,72,3,11,26,18.936326621370547,31,85.55243641171401,79,56.94420552079229,54.948297182324524,18.82492874433448,16.47254572082192,88.3450579643347,14.451194437173754,12.0,1,7.147526111143012,8.162698884934308,71487.1130856008,39763.41941793778,1,534856,80,6194,327719,1
110829,58,Female,High School,Professional,9148,Programming,27,Advanced,Bootcamp,94.19609578488028,98,6,13,22,9.685483743434284,31,7.756497594394441,4,11.027202680953396,94.46073078246008,58.16972952982577,5.762306387106342,72.68969791903989,96.8504959477045,7.0,0,6.737789089948061,7.904253648747799,30809.25717431739,21059.665123690076,1,466331,90,6776,469099,1
110830,24,Female,Masters,Job Seeker,8356,AI,24,Intermediate,Self-Paced,70.5050190050312,13,7,9,22,25.747841913096057,30,52.50358464554805,118,77.32118526637558,23.682180797640306,40.76507879874295,83.1159122750604,49.417244378598866,35.97703590629854,9.0,2,7.389460944115368,8.39739421767976,35381.07436673163,16464.735243404015,0,550846,56,5027,425677,0
110831,31,Female,Masters,Self Employed,7508,Cybersecurity,4,Advanced,Self-Paced,85.75640514988906,78,5,8,31,25.108643929989217,19,54.38469270722236,63,37.193303928241896,44.69026104057029,93.4843944969065,65.41021982117023,90.39483050521842,52.55451537110042,8.0,1,1.2379175595440675,9.768035152147194,86002.31397971947,10001.509704770795,1,820118,12,4418,425982,1
110832,28,Female,PhD,Job Seeker,2992,Business Analytics,34,Advanced,Bootcamp,38.10989244642302,48,4,8,27,6.769456020985841,22,6.878490335666054,86,47.46905185881194,60.28227037411082,53.384654071089166,23.015090066916997,12.91347824002117,78.73472123736377,7.0,1,2.3521461882604493,5.781348822327506,65740.41650604342,11351.630866086665,0,664369,15,5615,311997,0
110833,24,Male,High School,Self Employed,4231,Business Analytics,10,Intermediate,Instructor-Led,61.13441949203658,36,1,6,13,18.98425372368547,28,40.943064350770854,58,45.80587678183101,3.6280736403299985,20.978058303548032,41.92776288567433,79.23019032345582,22.213177046225653,7.0,3,8.201631141034873,5.41928110599986,144732.64440230114,33959.00718435421,0,783596,77,4771,241327,0
110834,46,Male,Bachelors,Student,3513,Cybersecurity,35,Intermediate,Self-Paced,42.715140537721545,95,4,5,48,5.446129985021815,23,95.12182015970919,75,16.632526369068234,64.11653732631764,7.585683749450212,63.0758710169831,5.616183203030967,56.76556165336739,8.0,1,9.794598918998073,6.591128026309014,36921.382154004736,7902.5585583025195,0,672594,21,2860,778183,0
110835,27,Male,PhD,Job Seeker,2861,Programming,46,Beginner,Self-Paced,99.98190433161052,98,5,17,38,20.057973268269684,30,20.961051794922014,65,62.278178883451886,3.647222572804154,54.16438203037431,65.17712361550664,81.662408218132,99.96551263026258,15.0,1,8.638308716693984,3.109811278024687,101505.30586165245,13886.525234287783,1,106841,38,7089,975641,1
110836,46,Male,High School,Student,6945,Cloud,39,Intermediate,Instructor-Led,50.06664257255623,87,2,9,29,17.692841897046975,26,77.0244944400457,73,79.20671555741166,85.94252576401104,4.1061357293025065,80.41333246601216,43.73230319366003,34.24422202230711,4.0,2,3.7550983977054506,8.870867602044004,46726.27541544239,29075.565742456467,1,988662,16,1429,266649,1
110837,26,Male,PhD,Self Employed,6328,Cybersecurity,6,Advanced,Instructor-Led,37.85055522613025,64,2,8,43,11.905842232657957,29,56.54497352120763,37,67.07462028151683,47.02765686475393,88.98096624882498,62.83870513199412,76.25392656026445,91.57035897554675,10.0,3,8.99510797913375,7.357896241488734,144935.51994596538,46048.27872567345,1,256315,69,7127,285198,1
110838,53,Female,High School,Job Seeker,3313,Business Analytics,4,Beginner,Instructor-Led,81.76793530257395,15,4,13,4,7.805368567865573,26,8.733859639944995,92,28.588556940039066,79.56692297416407,92.85915756212528,25.307802340313035,11.71332265283408,72.37192093228789,8.0,1,7.14130701297802,7.387508260864916,135541.09908283106,20274.187328532316,0,281913,54,5362,109051,0
110839,27,Male,PhD,professional,1769,Data Science,15,Beginner,Instructor-Led,56.74221694769563,62,3,11,39,20.416104741052774,32,96.32992165196693,99,69.83441100540094,62.739866865063235,51.87498104093766,97.78538026649703,2.3362145915155175,95.74044293174833,10.0,1,1.3219294731491418,1.5423369858071665,51615.68921774558,33025.37241776239,1,625075,23,8571,589150,1
110840,36,Male,Masters,Student,8136,Programming,13,Advanced,Instructor-Led,30.158675423732795,39,9,8,39,7.385220034849651,21,20.623274312442764,21,57.996869473742095,26.671710152590556,24.18034742599121,35.987843486243406,51.96223610622365,11.609323407676165,12.0,2,1.1731699302368361,5.596280256371027,57383.67553990228,16208.023025824014,0,923892,32,4677,869327,0
110841,48,Female,Bachelors,Professional,4562,AI,10,Beginner,Bootcamp,83.07450267885777,82,3,7,25,11.823378244700107,25,76.7793240196348,108,44.926104352535326,93.34149854668229,10.028966980233832,90.15495876312762,98.56022782991273,56.31608160206155,4.0,1,6.475712685116475,4.0019176880272385,28664.73661050347,3099.084556865955,1,508562,45,3893,432421,1
110842,34,Male,Bachelors,Professional,2359,AI,28,Beginner,Self-Paced,58.58572989634666,91,0,7,35,25.811224688859678,20,17.258048260663884,98,9.53201882604181,22.90356798613391,33.94265485433417,53.83022777289008,13.501576008439697,16.434464966911822,6.0,2,1.3933700184412976,2.327180853755596,75269.92305587357,19366.72532836892,0,817305,61,6478,406473,0
110843,26,Female,Masters,PROFESSIONAL,2256,Programming,30,Intermediate,Instructor-Led,83.1276570440505,12,2,14,46,6.9037445866164155,27,60.13312387685647,47,4.897023227437103,62.42314133597742,35.78841005918753,36.84007485820613,92.10365284698355,79.99940368831136,5.0,0,9.725042172711621,1.438337440781257,88359.79961692388,1099.029044599681,1,341067,52,8106,205048,1
110844,50,Female,Bachelors,Self Employed,8883,Programming,30,Intermediate,Bootcamp,80.09640314702251,66,1,14,8,28.540709318092496,33,33.58251296379075,80,96.70853178808926,37.48025272665944,7.568328298751414,41.50677097563757,16.742491107483193,83.59448204423217,11.0,5,5.675615491830889,5.538610899881088,40842.786100223086,20882.16356526931,1,370873,17,9285,291735,1
110845,51,Female,Bachelors,Student,9264,Cloud,9,Beginner,Bootcamp,65.61986608525645,87,8,8,5,12.299493807570755,17,6.082663220537288,68,98.56742053173244,7.6626712793253615,32.56914293891828,64.85442695365523,35.602830051483004,50.55053360222143,10.0,3,3.037208162905871,7.941072517431353,17879.965167487913,32797.76910961106,0,673188,40,1927,265767,0
110846,41,Female,High School,Self Employed,6120,Cybersecurity,23,Advanced,Instructor-Led,77.59998097761172,58,4,11,8,8.709815582364397,25,76.98910333954015,69,54.71706553446425,16.27150428876718,59.4253675646496,46.65356169836116,39.03003925166287,92.32246375149857,11.0,0,4.033100605884753,2.586838995400816,89801.06637550083,3561.4773389071206,1,659752,83,9636,826355,1
110847,26,Male,Bachelors,Self Employed,6628,Cloud,25,Intermediate,Self-Paced,88.50532562196469,67,2,10,25,4.358599724139487,24,24.292484431798233,3,35.030803190645884,74.38254493331861,9.87124103535365,92.43090941829742,50.132134636084345,28.809081888874367,5.0,1,8.074655620569512,9.094946782627877,80302.11837151283,37085.930714317525,0,329884,40,7108,714743,0
110848,24,Female,PhD,Job Seeker,9674,Programming,29,Advanced,Instructor-Led,55.902016113465855,75,5,7,31,26.112593529744316,29,2.7666859369238073,86,93.57134410286669,90.81911160402927,46.31611926355907,48.927264084275045,98.3687170885393,85.69111746206293,9.0,1,9.89877122533545,8.38148441785276,123320.58647067698,11734.30750857089,1,232885,25,3149,260357,1
110849,33,Male,Masters,Self Employed,3242,AI,48,Beginner,Instructor-Led,96.49184435012805,7,3,11,2,5.28794094802135,25,44.86493663536735,101,54.359912386410315,23.293156273348337,98.8208664911298,55.56075551358632,18.036948775017294,46.022243780507274,7.0,5,,6.871410931581254,37139.443618230056,12630.226569158864,0,826024,32,1455,511436,0
110850,36,Female,PhD,Self Employed,9594,AI,44,Intermediate,Instructor-Led,34.55540729713596,58,4,11,35,13.547933623054826,31,11.168134467735536,16,1.4303764025354493,47.31550744869523,81.70649158626799,63.675736556050886,42.26236689501752,49.827921183299104,10.0,2,4.306253215532864,7.557237172784985,38065.24720012984,23135.08686034877,0,709576,28,7366,852391,0
110851,56,Female,Bachelors,Student,7147,Data Science,35,Advanced,Instructor-Led,97.56084417635336,73,8,13,2,3.778466463642756,25,31.615447273558384,14,75.43174079483492,49.34985719075544,47.598386656920624,16.251231759980623,73.97917677971772,26.41123439206281,9.0,3,8.543390981451026,4.0408279618934495,128038.78853766108,22667.7671131512,1,268643,64,6690,884922,1
110852,23,Female,PhD,Job Seeker,1764,Cybersecurity,26,Advanced,Bootcamp,38.66324731653219,1,1,16,41,13.543208021566711,31,55.78654595817806,43,31.37296846011335,69.43452762572984,75.96351285733014,33.01769272673568,6.099172746788417,48.81658573194711,8.0,3,7.789432863277398,7.577224677075488,26041.366350046435,4467.324999263577,0,277476,68,2295,240374,0
110853,28,Female,High School,Student,8963,Data Science,4,Intermediate,Bootcamp,60.56005815879424,18,8,9,18,12.544205327170554,30,54.850511884531564,30,44.57272365890048,48.71555166811129,72.63259603320012,37.62798742765152,73.88946086919911,64.09445828991946,5.0,2,2.898868311811381,6.843747248045624,25225.24728138376,27790.990098880142,0,219539,9,2482,833572,0
110854,29,Male,Masters,Self Employed,2835,Business Analytics,39,Intermediate,Instructor-Led,57.59053853452787,39,6,9,28,8.896948548649577,16,36.13333495336395,37,15.704043764084808,44.12947107305209,33.31014290517545,11.265532544544254,22.66506180072019,34.745004998009264,,1,8.961328450636781,6.0177835874307455,61009.785426676004,48456.454651245265,0,144115,59,9229,513701,0
110855,59,Male,High School,Professional,9995,Data Science,24,Advanced,Instructor-Led,24.824536039904032,35,5,10,13,8.871138783698752,33,56.17997785099883,36,73.4706531995295,87.58837695357282,3.89440607463879,12.738517774725844,49.25719428531971,4.988500299206211,4.0,1,3.31731937786605,5.511197952606244,144132.59083844564,5826.243063722624,0,929837,57,1808,304364,0
110856,30,Female,Masters,Student,7068,AI,17,Intermediate,Self-Paced,35.278243564990376,38,9,9,47,12.581149864415728,23,41.520993506132506,37,10.566292510169895,68.05341896803513,74.3870113662109,32.993064811814165,66.48161796980591,61.839649811265964,8.0,0,3.0497457216902997,9.048626670477155,37242.06119033796,16538.428300465403,0,962070,17,2520,878959,0
110857,29,Female,Bachelors,Job Seeker,4002,AI,22,Advanced,Self-Paced,86.39435746095133,57,6,16,24,5.405208238813611,21,61.10655983597473,89,13.095691973098234,95.4455488013884,29.185266460943883,85.25424751644246,41.88674487412555,69.2164137445815,6.0,5,,9.283277243307815,85536.27998015554,49681.41697627153,1,454723,71,2012,907242,1
110858,38,Male,Bachelors,Student,8126,Cloud,28,Beginner,Bootcamp,42.0761271736755,7,8,13,18,24.12483676884578,20,94.75286360118908,65,13.046865849389066,49.683060595247994,26.234718909668885,35.45009494813159,74.59690761911331,21.810486251013238,7.0,1,7.436403512357684,3.250154541986614,92876.95425706441,8290.654670467213,1,580038,92,9029,211741,1
110859,27,Male,Bachelors,Job Seeker,3819,Programming,12,Beginner,Instructor-Led,20.513489150099904,24,3,11,22,5.250029515201145,23,0.3994983463536883,9,23.49305812343291,25.452068597479382,50.3534315458147,28.31359678635178,23.81431353251442,97.17667042709735,6.0,2,6.0141767559107855,8.30748042045181,60817.28977364852,35167.32847881662,0,467135,48,2477,835167,0
110860,37,Male,Bachelors,Job Seeker,4124,AI,44,Beginner,Self-Paced,85.96092227601751,1,7,5,26,7.492109395312545,23,79.68181624188077,57,86.26954227439704,6.442891924825878,97.51139279938575,56.3172147893253,84.82143856963643,90.11521341567536,9.0,3,5.784764990432726,5.797745087342338,73610.78532596346,39329.46040208343,1,161533,54,1354,595027,1
110861,53,Male,High School,Job Seeker,4195,AI,32,Intermediate,Instructor-Led,96.16392098399399,92,2,13,0,8.741225532766451,28,44.0949617089323,72,41.09313987373101,91.77971499874629,93.67306872247867,85.77206891800782,99.71855106562236,37.272347222380475,,2,8.755138367060647,5.747195371007768,96002.57740250735,6945.9591177452485,1,437645,29,7271,677446,1
110862,45,Male,Masters,Job Seeker,9501,Cloud,49,Intermediate,Instructor-Led,62.57032221407201,57,6,4,32,18.84120622264089,28,8.991056451418444,117,4.534651441006199,23.10165141925957,79.33336367751052,58.358183676066155,72.46840481083066,96.21684459209293,9.0,1,7.766093892679739,3.9846386984138276,108181.53650838019,41969.66584153344,1,671616,10,4461,586367,1
110863,41,Male,High School,Professional,7995,Programming,50,Beginner,Bootcamp,67.81247129818738,25,5,4,28,25.517950478964572,22,29.619480767280347,54,27.443024626130708,49.764078306510726,50.22794227928894,29.6368341531021,40.35997523839341,51.994978239895076,6.0,2,2.766364208692267,2.3383549256636478,114121.59921148236,4777.694124617931,0,824737,55,5053,407662,0
110864,22,Female,Masters,Student,7841,Data Science,5,Intermediate,Self-Paced,29.055547314440958,48,4,6,22,18.983622224657367,25,20.67373475110683,56,72.4062977919629,5.260866281862109,22.004568383505795,84.95419843891125,62.50123255625928,17.15983675036924,2.0,0,2.3891576163715733,4.17353701539656,121706.31947486568,25459.687350903354,0,319935,23,4396,347034,0
110865,54,Male,Masters,Professional,7156,Programming,50,Advanced,Self-Paced,95.79153811036939,17,3,9,24,16.820667194737688,26,84.15537287771888,39,11.54058746395873,81.7531802727785,1.5185768670864075,94.55040763501063,52.74996281637819,43.33684429283554,7.0,3,4.976361042213131,7.779112791192901,98731.53788667706,42826.38328601783,1,804549,42,5560,267444,1
110866,29,Male,High School,Job Seeker,3256,Cloud,34,Advanced,Self-Paced,36.961874730620124,74,2,9,40,25.39414220480637,22,80.11633992614397,36,30.595834597322103,90.33168062708027,6.423042252826838,42.232364470010516,61.37797242944439,75.39172549236606,7.0,1,8.420509508939325,3.84966574745715,90575.04365675511,36158.91478792382,1,253625,5,2609,734158,1
110867,52,Male,Masters,Job Seeker,1434,Cloud,34,Beginner,Instructor-Led,63.938587796961144,48,5,8,10,23.21406376339465,29,60.052401755791195,40,7.8154674747280435,13.360200008027402,67.19224793532103,52.5901330254934,69.2771392474751,17.31676469424025,7.0,3,2.8553522660520496,7.972139699649593,118435.42982066545,28794.55076806814,0,484111,80,2885,863894,0
110868,57,Female,High School,Job Seeker,9078,Cybersecurity,17,Advanced,Self-Paced,97.20696507307828,83,8,7,33,23.21939923315638,19,18.624994850283382,94,2.751498057615498,68.807479910262,68.62570130633114,7.982424217958495,47.57250633367255,22.366214495318015,,5,1.7606073505475126,9.990479139499127,123541.78991119005,3555.4336273682375,0,879999,58,4110,344393,0
110869,19,Female,Bachelors,Self Employed,7019,Data Science,26,Beginner,Bootcamp,55.81337349688516,41,5,11,45,26.215188192894352,22,57.314503274539554,34,63.350174861290185,64.86282588848795,20.0530776157957,27.802121158528358,94.42356885617795,6.610392036233337,11.0,2,6.688408519557588,4.787606881188565,99030.27822204673,21494.613697872366,0,900529,58,8837,563804,0
110870,58,Male,High School,Self Employed,1849,Cybersecurity,34,Advanced,Self-Paced,27.44356123224259,23,4,14,39,12.962021457290922,29,24.68619455273553,77,5.773311353387644,62.38246751932671,91.89398264598208,88.70372203286544,89.24945753223258,78.76994706599979,5.0,1,2.7288924031202884,9.904133418971897,115624.46894965667,48467.41770159465,0,699701,5,6962,827759,0
110871,56,Female,Bachelors,Student,9298,AI,41,Beginner,Bootcamp,37.21853288645071,1,6,16,26,25.172428268288964,19,73.00471987664562,83,25.6786866635073,89.64341770078676,79.54914557298038,94.90984613477659,99.13868034214465,31.848653689196503,7.0,3,1.125483984828405,5.292571266913409,56041.18896977598,15130.005984885913,1,183001,50,5130,685354,1
110872,59,Male,Masters,Self Employed,3671,Data Science,19,Intermediate,Self-Paced,25.715963976574,29,7,7,20,15.45207354380004,25,37.467685487162825,80,44.46112812065818,11.473863814032681,52.786630765003906,74.45545115633817,16.490659722596245,20.195791108364645,11.0,1,6.863491431288549,1.6022174518849315,119285.50792899188,9518.898946809479,0,925873,49,2166,844265,0
110873,26,Male,Masters,Student,9311,Business Analytics,11,Beginner,Bootcamp,52.326212029081645,74,6,12,27,15.522937604703596,25,0.7957245444189853,31,85.97238949760181,55.986260456794426,59.88515325948407,43.35516657507973,67.91427749947235,45.539109604987416,13.0,2,7.762760348090111,2.8307666078391094,44175.4216937065,11136.20453267935,0,451612,24,5215,404844,0
110874,39,Male,Masters,Job Seeker,7210,Programming,15,Intermediate,Instructor-Led,67.12464511908631,48,6,9,7,18.803776651605144,22,80.4034992545568,87,47.69401267944462,97.67691898917697,36.427322634569634,64.5687652757329,96.06309074601926,69.48206797776058,5.0,0,7.281822622982304,7.231736295520809,12462.390224845803,48117.7717468619,1,417553,73,9836,117669,1
110875,22,Female,Bachelors,Student,9144,Programming,4,Beginner,Self-Paced,55.922264488029036,4,6,5,46,9.736540415597554,24,2.1133746111027363,16,57.579413289164016,87.95353085713414,3.6371594245073635,39.46812495378354,77.21085232767187,4.402696045372401,15.0,2,,1.029064741201334,94813.57004925256,46388.71747854467,0,144684,57,3767,592719,0
110876,29,Female,PhD,Student,6816,Programming,43,Beginner,Self-Paced,47.555475091079195,5,3,11,32,27.1548093638586,29,55.36229442456312,27,4.350023408340309,86.49487224969656,74.23764333446329,54.17459185263511,99.69396508458766,60.62175238599965,6.0,4,,1.2412252084356243,53991.61935534992,1534.7455332460513,1,950147,68,8418,263782,1
110877,18,Male,PhD,Job Seeker,6788,Cloud,17,Intermediate,Bootcamp,33.30394132132922,75,5,7,40,8.959188679132435,26,93.23383084527079,18,68.35325694665723,99.91933733302918,60.61177918567072,62.32342002389485,24.322901606664683,0.6949922417859522,10.0,4,4.825835524298704,4.217942892595109,60806.91393181007,34959.68842293494,1,451317,32,5512,868676,1
110878,39,Male,Masters,Self Employed,3161,Data Science,31,Beginner,Instructor-Led,75.90745450648446,68,4,10,11,6.983345101100614,26,45.48803428356558,21,95.19399483562057,20.15282145491185,43.193104407662176,86.72455664878207,48.18078268739872,75.53866720806683,7.0,1,1.9717666114383752,3.561606100827841,145425.66974139336,1510.6543948375072,1,987091,56,5423,289180,1
110879,55,Female,PhD,Student,4716,Data Science,4,Advanced,Instructor-Led,97.19361750681053,67,3,12,47,4.294150433865454,13,17.892971277944437,112,56.494705428631875,78.86258421008286,82.85420875877428,43.656112623947266,60.61404832096897,7.6975282293956,,3,2.564769207954379,8.96803725605482,46927.306273405135,9361.077878072876,1,596118,8,5215,775863,1
110880,36,Male,High School,Professional,9951,AI,25,Beginner,Instructor-Led,46.420842491595316,97,4,9,12,26.610527264816046,26,59.17696061429367,65,21.21962664571099,28.23980499743499,5.416633104092849,4.506748474315703,18.320461673040768,32.64113029343739,10.0,2,2.705041749295934,4.657019899010408,91356.66977113155,19140.01480452897,0,785496,14,6513,684308,0
110881,33,Male,PhD,Professional,2646,Data Science,48,Advanced,Bootcamp,61.6750199869773,78,4,8,9,7.082864877917803,23,68.25370990734163,32,89.07399215967371,26.019296814728698,56.64911356687218,80.14029175708534,68.52281335846156,25.391183109359428,5.0,3,6.754538542742242,5.289629267031331,66128.47230795101,5554.075351214371,0,435231,85,4685,659513,0
110882,48,Male,Masters,Student,9423,AI,31,Beginner,Bootcamp,33.20872778607055,36,8,12,7,1.1809486271418945,22,21.36207733059833,27,9.868187984010968,73.00749918981599,63.43661609998771,52.58349475986594,39.38968415275723,58.92654250275024,10.0,1,3.4635895141347532,3.333907247982708,139715.33892110427,49704.413657454825,0,253844,3,8626,996265,0
110883,20,Female,PhD,Job Seeker,1561,Programming,16,Beginner,Bootcamp,25.96046904666497,64,8,7,25,13.752292031248794,23,91.55385512435666,82,60.20226713884212,88.90849577728855,5.483111382320294,35.04575666784243,65.00373054934803,47.952293538400646,1.0,3,4.15581052060745,1.0312297214029094,100996.39373523061,8203.496095633145,1,823439,44,2822,552130,1
110884,40,Male,High School,Student,7459,Cloud,11,Beginner,Bootcamp,33.367460574430716,60,9,9,8,1.4732186998088435,19,35.56911515195268,47,38.20073994378285,73.3391181657376,42.7361483535805,53.38336840478802,67.68571126168752,38.38784880052097,7.0,1,7.87047242510152,3.789809087072962,146925.50711059617,7025.601408198933,0,412914,8,3503,666683,0
110885,59,Male,High School,Professional,2806,Programming,10,Advanced,Instructor-Led,27.373289435411053,36,8,6,21,29.808515810902374,23,65.74928613926642,67,23.42613141297971,41.79665416587173,61.355498953676026,42.67420451458831,44.01519040594688,43.77927108208467,9.0,2,2.0262432599423468,4.175262159637838,18815.995836547314,38436.23850901603,0,839725,37,3167,898817,0
110886,35,Male,Masters,Self Employed,1875,Data Science,6,Intermediate,Self-Paced,69.34900935505172,11,5,10,15,6.184956084962588,30,50.4069622551916,62,74.28745245034722,94.83250963655406,43.60772146739791,39.748252979877016,73.16631592419266,33.53188963574496,6.0,1,,1.4582768798700112,86316.74453225982,45721.86867689348,1,936748,96,3213,360186,1
110887,43,Female,High School,Self Employed,7514,Cloud,30,Advanced,Instructor-Led,72.41619730306735,26,4,16,7,6.9161107397250055,25,90.98472196477783,118,28.7266423738481,55.10461699452433,17.479649153530076,43.707388042930006,23.433385506046157,78.82184924979818,10.0,4,3.7277841927270323,5.418528089756965,61921.48943372538,10714.042083687924,1,389632,94,4833,646078,1
110888,30,Male,Masters,Job Seeker,4735,AI,22,Beginner,Instructor-Led,99.88518015582795,80,8,12,31,9.351090709212675,22,16.992200188268125,95,57.78971918367415,33.329459735407106,68.41402309333083,42.1554236788417,77.04309943407756,68.62987116706006,6.0,1,6.777050266275093,5.610833723716092,76595.40943051818,20992.86090339172,1,478979,50,4061,485714,1
110889,35,Female,Masters,Self Employed,5353,Programming,49,Beginner,Instructor-Led,99.33906551981524,22,8,10,9,2.8116900092785686,33,90.24043442699515,81,86.77180010922089,34.93981585588516,47.234446311579326,23.230902491184658,73.10917485679389,99.23556815991982,10.0,3,6.275735422247526,9.976933659724091,72431.16997173968,4813.842463568802,1,189183,53,6908,952936,1
110890,20,Male,Masters,Self Employed,3476,AI,24,Intermediate,Self-Paced,55.34557750554871,50,4,8,18,24.36420149636787,27,64.5967931357373,106,96.65609123523907,28.072162571110383,28.24095603082184,2.9671310570108966,51.31379336684254,39.013817010691135,5.0,1,7.658638463266012,2.1615434119730517,17261.074768179435,8308.608035021049,0,274595,76,7636,530019,0
110891,40,Female,Masters,Professional,8761,Cybersecurity,47,Advanced,Self-Paced,38.347495443938755,58,6,10,33,4.560781859795876,20,31.480549660883472,36,80.31953727645771,96.48472427329395,15.84547158255053,47.57901395461263,37.14174222019583,21.412168575348456,10.0,2,4.332706532855339,2.858880476792777,106245.51469936395,33396.7771474752,1,645980,86,6542,340904,1
110892,20,Male,PhD,Self Employed,1676,AI,4,Beginner,Bootcamp,59.247077919305354,85,4,6,8,4.294793146475195,19,73.28726740784829,89,21.237804916198133,29.7238352770433,69.38513518819889,93.24089132314035,46.58828627624154,63.316915746860914,6.0,2,4.831287390419509,6.846981544342703,21576.760980793042,30628.811334208443,0,584474,41,6277,578943,0
110893,42,Male,PhD,Student,7806,Data Science,33,Advanced,Instructor-Led,91.81241550676698,33,4,9,15,19.302512271921305,25,2.9579649143131936,91,18.734378389802597,98.8649189636052,44.728394868161146,80.48485665266011,0.4839845577510382,76.75731566829822,10.0,3,3.1375366432461207,9.070572389419437,5303.256012733848,25398.977927346117,1,363564,39,6292,365721,1
110894,44,Female,High School,professional,4756,Cloud,23,Intermediate,Bootcamp,74.55068638189957,81,8,7,17,8.788130698998263,25,20.963524547030975,42,0.012081309627320902,30.780080778495677,78.6521984461094,28.782543745180188,8.276741692760769,73.74287529600794,10.0,0,,4.079931513015394,74225.65909697297,29035.387558738006,0,170652,95,7484,584301,0
110895,44,Male,High School,Self Employed,9616,Cybersecurity,16,Beginner,Instructor-Led,69.52368504518601,62,6,11,31,16.986036165378668,29,97.38506575721853,19,75.81505613804042,92.39251352596088,1.9053464804374531,90.24850437586396,16.297072784646925,15.706687627339688,6.0,2,5.400268556060761,6.215597481781611,102478.64732404855,4532.352429245346,1,891346,38,1956,879396,1
